identifier,timestamp,RoleType
be0b3c59-fb6e-452e-a865-8102bad36d70,2019-02-09T21:33:31.608Z,IC
72f4a088-c553-494b-90e1-e988c9a8d721,2019-02-09T17:16:05.643Z,LEAD
fbb8d7b8-6a61-46a0-b2ec-4bf4d9cb5c56,2019-02-09T19:45:59.256Z,IC
8fa10a47-d732-4df3-a6f9-9d37f7bc8b87,2019-02-09T23:45:44.298Z,IC
52b71d2d-20c5-4697-a161-62096711ecca,2019-02-09T19:35:33.5097463Z,IC
b9ac70e2-06e8-4fdc-a36a-ef5c5f8c972a,2019-02-09T16:42:10.63Z,IC
fb3a56df-ac96-4ba9-8e34-380e85fd46cd,2019-02-09T18:20:49.795Z,IC
29617014-4664-492e-b38e-839fce6a5a11,2019-02-09T15:56:04.695Z,IC
6c754fda-36db-413c-9e9f-6804f0afad77,2019-02-09T18:30:12.611Z,IC
b0fdd8ca-335e-4196-a98f-07a2b8e8be09,2019-02-09T21:22:41.696Z,IC
bd1d2e1c-6fc7-40f7-a485-6dd2125e5e22,2019-02-09T19:08:19.79Z,IC
d953ed5a-25f8-4516-a0cd-798107351bb7,2019-02-09T19:52:59.045Z,IC
6912eb31-cd9b-4556-8bfc-01298a6dd786,2019-02-09T23:57:30.777Z,IC
7bb8833c-8a48-4a17-a6bb-e56ce5c07ee4,2019-02-09T21:38:19.103Z,IC
f613cef0-2a9a-4452-9f73-65e1f2859eec,2019-02-09T21:58:07.193Z,IC
9d925e32-1326-468b-944e-50690286e6c5,2019-02-09T20:38:09.226Z,IC
b9668361-1711-44a0-91ae-2c855070e587,2019-02-09T20:11:39.405Z,IC
8d2dc503-7a0a-4fb0-8010-e195f127a958,2019-02-09T08:39:23.094Z,0
6345bcb1-7b8c-4eda-90f7-c1bdf70180ad,2019-02-09T18:09:27.863Z,IC
6bca2677-f732-45e0-9643-ac09cda2f5d1,2019-02-09T17:29:33.325Z,0
bd1396e9-6bbe-4195-aa9e-cb44d026da9e,2019-02-09T23:40:11.299Z,IC
1075702f-d7bb-412d-bed9-b55e719719f8,2019-02-09T23:47:04.093Z,IC
02ed2325-1d7b-47b9-8a08-c739a14ea214,2019-02-09T23:50:52.046Z,0
bea31e8c-7838-4845-8190-68468540a6d9,2019-02-09T21:22:21.892Z,IC
34f6e7c0-a474-4928-b6e1-0ae22d45827e,2019-02-09T23:30:32.125Z,IC
fb2391ef-c335-4ea7-9f5f-f7dc5aed5e55,2019-02-09T18:57:22.765Z,IC
f2bebcb0-f574-464d-9031-8a943e796d62,2019-02-09T17:28:30.282Z,IC
278a095d-5a67-4a0c-91e4-a933d925b63b,2019-02-09T18:42:10.197Z,IC
95fcb98a-3234-453c-87b3-eda90bea33fd,2019-02-09T19:03:15.565Z,LEAD
176c3a3f-eb34-4916-80d7-258f532a9c18,2019-02-09T20:46:59.426Z,IC
fea5e932-92fc-4890-81c7-9bdec20bb855,2019-02-09T18:21:52.847Z,IC
7055c57c-a058-4592-858e-94da769cd17c,2019-02-09T15:42:51.116Z,IC
02ff895c-93c3-4b11-a95e-d8d2c063da90,2019-02-09T21:03:15.818Z,IC
3d038901-8450-4084-ab4a-b9f21a4f7368,2019-02-09T17:50:36.613Z,IC
d8330cc2-22ca-46e2-80a0-f43d1a3c0b76,2019-02-09T09:58:51.031Z,IC
dbe4ec75-1220-4d15-9288-ff4a1d5b8358,2019-02-09T23:24:30.058Z,IC
c9a3a098-1e58-4e4a-98cc-294ad85853d8,2019-02-09T19:25:33.342Z,IC
28904c06-78b9-41a3-9c1d-332c560eb617,2019-02-09T14:49:23.436Z,IC
76118976-ce21-4441-a239-2f61750d8c0c,2019-02-09T21:22:49.963Z,LEAD
d7448bef-1bb2-4f30-89ab-eb50e40cd643,2019-02-09T22:05:39.524Z,IC
b1edd522-6a3c-433d-9f4a-e516f8c51e8e,2019-02-09T19:42:52.737Z,IC
7046f89d-213b-40ce-8f55-be285d6794a9,2019-02-09T16:52:52.43Z,IC
6409051a-8d83-456c-86c8-07383f2a6821,2019-02-09T21:54:14.685Z,IC
37845a04-8784-4112-a678-d0fb343464f3,2019-02-09T23:52:22.707Z,IC
e2ab2522-15bb-42e2-ab9c-a2607e67791f,2019-02-09T21:37:42.324Z,IC
5c0ac763-5b21-4fcc-8b71-8667630c4263,2019-02-09T09:10:51.682Z,IC
ea5c59bb-480e-42e0-bbcf-3a44f3b1ebca,2019-02-09T20:04:04.229Z,IC
79ad5a4f-4d9e-469f-a1bb-6adec9a228d7,2019-02-09T19:55:53.906Z,IC
ead4bcf9-6bf0-452f-86f0-b35fd6f75690,2019-02-09T17:22:56.058Z,IC
2f140441-54a0-49b2-8e7c-2b304a5e20fd,2019-02-09T22:35:40.678Z,IC
890b3673-e7f2-47bc-be06-fd47bb3e71b6,2019-02-09T19:04:36.643Z,0
56f2f21d-133e-4ce4-98ed-12bf37b28790,2019-02-09T08:37:42.274Z,IC
6a8f757e-24b9-41a0-a19b-8c4022d50a27,2019-02-09T19:30:17.523Z,IC
aad6eb38-c637-4701-971d-c716e68b796e,2019-02-09T21:53:27.944Z,IC
e52d9531-1dc5-40df-a3ec-799785c5a4e9,2019-02-09T23:48:25.925Z,IC
7da28553-8b24-4a3c-aa9d-be2329372778,2019-02-09T19:45:43.33Z,IC
07110f5e-d5ed-4c2a-a0ba-5ab4ecc50ea3,2019-02-09T18:41:07.779Z,IC
ad19cb03-ce72-4ca6-bd4f-a257a49f200e,2019-02-09T21:47:57.105Z,IC
7dd96dfc-4bda-404e-b8d1-ffd89099aa9a,2019-02-09T12:53:01.332Z,IC
2ffcfa00-7b77-4129-8f76-39022e6fd80d,2019-02-09T21:01:00.04Z,IC
16983374-20be-4cdd-a343-1caef9342a1b,2019-02-09T19:59:00.262Z,IC
99251ec7-62f9-4e71-a58f-8b7901cc11e5,2019-02-09T21:58:21.937Z,IC
53bb8194-694f-47d7-a6d2-b00caefa9fb7,2019-02-09T20:17:53.787Z,IC
dbddb238-032b-4f8a-89e3-fe5e78a02290,2019-02-09T21:18:55.021Z,IC
f8ff2800-b3a2-4983-9af4-a4f631ebfc04,2019-02-09T19:37:17.355Z,IC
21e3eecf-a329-4238-b01d-1c3438f60dfc,2019-02-09T22:15:36.512Z,IC
1fe23b02-ae33-4c68-baaf-7760f84fb1f1,2019-02-09T22:39:33.566Z,IC
be80ddcf-c61d-4290-8127-4c7ef2273008,2019-02-09T18:44:01.398Z,IC
a4faad0d-1f1e-49f6-a9ce-00f9bca38d11,2019-02-09T23:27:19.793Z,IC
69feecf1-30d7-4022-aa29-aaa3b7f5ba12,2019-02-09T23:41:08.674Z,IC
c928e11a-ad0c-4aa6-966c-0dcf4f0796c2,2019-02-09T22:46:11.375Z,IC
adda0477-2d52-4c1a-b78d-f2b67783fe1f,2019-02-09T19:22:46.042Z,IC
25a37dfc-fe43-45ae-a527-d37cd4ebb42d,2019-02-10T04:01:17.739Z,IC
ff9ca755-3bba-4d69-af99-faff0f212d3d,2019-02-10T00:40:57.264Z,IC
330be9bc-8d6a-45e4-af42-c7db39bd8b51,2019-02-10T00:23:31.15Z,IC
c784cf62-af94-468c-a888-324edcd7c94f,2019-02-10T15:44:00.098Z,LEAD
120df779-6564-43d4-a6e1-a4f7128f5175,2019-02-10T00:33:13.423Z,IC
9016558d-f989-43d0-81fe-268ff62ab576,2019-02-10T19:56:45.915Z,IC
fc71a1a7-fdd9-44c6-a5c8-ee86f468724e,2019-02-10T01:56:52.171Z,IC
95690136-ff30-4f05-bd18-e1d174ce0473,2019-02-10T01:15:09.495Z,IC
2e35ed34-d32d-4a8c-926e-327832d9ff50,2019-02-10T22:00:21.14Z,IC
51114b3d-f152-4fb0-aa7f-17f82ecf299e,2019-02-10T00:23:45.97Z,IC
dec62cdb-dfbf-454b-948d-4945a76f9496,2019-02-10T23:14:57.9Z,IC
4b5023ce-a38b-4882-9749-d28f67e2e7e7,2019-02-10T21:18:14.984Z,IC
54798cc9-6a28-4d6a-814b-448ab00a9fd5,2019-02-10T03:35:24.829Z,IC
b424fe21-3d9c-40d8-abdf-6b4011484103,2019-02-10T18:36:01.008Z,IC
5bef86dc-9466-492e-99c2-4418c70d1dd5,2019-02-10T07:54:43.893Z,IC
ac856fec-8b7c-432d-91df-86b3cf8feb9b,2019-02-10T01:00:14.345Z,LEAD
904ca237-c024-4c55-8737-d074463be82f,2019-02-10T00:46:18.515Z,IC
ffbb521d-a0e0-409e-83e6-7161f4de0239,2019-02-10T07:04:47.349Z,IC
14d994d7-e8db-4b9f-adb9-2cdba5b05b21,2019-02-10T01:06:15.579Z,IC
4530ee9b-31e3-4c86-8fbb-463fe5f44baf,2019-02-10T01:22:27.374Z,IC
403cfa85-009c-424e-b09d-b1e15407ba88,2019-02-10T09:16:43.1752614Z,IC
e7637bfa-c441-4602-b517-09d54d05a311,2019-02-10T07:00:01.137Z,IC
66900e53-e901-4fbe-b7dd-1e522c5ca00f,2019-02-10T07:05:29.611Z,IC
8afc56b8-93e2-4867-aa05-3241a11d13d7,2019-02-10T22:28:19.7664607Z,IC
3d919e4b-5107-4baa-81e5-17c678ed783f,2019-02-10T22:35:02.591Z,IC
9919f9f6-d6ab-4b4a-9561-91a4fb33ea0d,2019-02-10T06:58:26.878Z,IC
8681c8b5-eb90-4cf8-a1d8-727da32a1d39,2019-02-10T01:23:55.834Z,IC
d9b2d2d0-ab88-42bf-a181-372b183d21ec,2019-02-10T00:55:03.519Z,LEAD
04911f6a-e20c-4b8e-aa87-7b7a19b2a5c9,2019-02-10T17:08:48.4362598Z,IC
8d54fe0c-0575-4348-a468-d9803392cd8b,2019-02-10T18:46:45.185Z,IC
2d3f3c7b-2890-40f4-b7c0-be63ef02dfcd,2019-02-10T07:08:34.573Z,IC
87377dce-8d3f-4a99-8d4f-d024fb35a62f,2019-02-10T02:36:33.666Z,IC
869ef14f-dc64-4138-bac4-bc58afc56afb,2019-02-11T22:43:00.531Z,IC
16be99f4-734e-415f-95b3-8fd390fecc57,2019-02-11T21:47:18.117Z,IC
d407da55-5970-4b58-bdb3-4be4b0f9b833,2019-02-11T19:00:57.016Z,IC
4f55f9d6-5411-4ae8-aa96-93aeb7db151d,2019-02-11T18:47:15.498Z,IC
a9118b88-ff5a-4bac-81a0-2140ccfffb29,2019-02-11T17:23:17.5432441Z,IC
24b37580-bb2c-46ba-8ee7-eba89d9fe577,2019-02-11T16:23:47.381Z,IC
17b7f071-d3ae-420f-8c33-7f7eda2a149b,2019-02-11T23:27:54.469Z,IC
6b07d28c-bf0d-43b1-a2db-13ae308da17e,2019-02-11T22:42:10.205Z,LEAD
9eb30a2a-c325-4869-97c8-d0dce89e2ef2,2019-02-11T20:46:41.846Z,IC
cedb825a-82b9-4df7-8dc3-2489d7269e72,2019-02-11T22:41:59.3431467Z,IC
900ba976-4750-4fda-bbb4-25c5dc4227d0,2019-02-11T17:36:38.466Z,IC
fc821283-28ec-4b40-8b66-0e33d0ec3412,2019-02-11T18:29:38.6987455Z,IC
23557bd1-a43a-4856-a2e0-84d9ac4f9297,2019-02-11T18:27:56.228Z,IC
59a9be4a-609e-42eb-8d02-69a0c1d4f8b2,2019-02-11T22:31:08.068Z,IC
9ff4d3b3-cf7b-4099-86c1-a5759ad9eb36,2019-02-11T23:29:48.658Z,IC
6e2f71d5-6c9c-478b-aad8-2ac8d711e3a5,2019-02-11T23:09:07.937Z,IC
fdc0a3a5-e80d-4b2d-a139-113bbd36c625,2019-02-11T17:37:06.52Z,IC
1f2b59e3-5c65-4f64-b02a-83c7dd321fba,2019-02-11T17:16:40.021Z,MGR
2795fb3f-1187-4ee1-895c-3c7e1149b706,2019-02-11T22:41:07.723Z,IC
d67ffb48-a2f9-41cd-8bfa-306943c00b2b,2019-02-11T22:29:12.441Z,IC
732417ec-fe6b-4d2b-b39c-45e6f916ad8f,2019-02-11T19:35:18.583Z,IC
b8504399-0834-4e6d-9fb5-7b81c861522c,2019-02-11T18:37:56.975Z,IC
3ad6a603-b7ce-410d-99e1-82a2de084f7d,2019-02-11T19:14:17.897Z,IC
2fc54bfb-0f41-445d-8c4a-64ac741d1836,2019-02-11T19:26:34.844Z,IC
c3bf779a-248d-4791-8142-59358cdd6100,2019-02-11T00:11:28.099Z,IC
3bc1caa6-ef79-47ed-82c8-5bba65c1054c,2019-02-11T22:06:10.794Z,IC
744f00a4-58de-4024-ab68-4bff05233acb,2019-02-11T19:50:33.625Z,IC
a2a53bb1-2889-4495-904e-6dd272b91da3,2019-02-11T18:29:51.7717332Z,IC
5becceae-144a-47d8-a083-de176de47477,2019-02-11T11:45:04.8623824Z,IC
92ceced7-2c22-4a46-a2b1-6cfcb440784e,2019-02-11T20:27:44.649Z,IC
83099c6f-6dc7-4e58-b620-7dc7ac9947ad,2019-02-11T20:41:48.415Z,IC
d8b5cc44-ee01-4cd2-839b-08451174c3b2,2019-02-11T17:33:28.0291402Z,LEAD
d7ecc54a-cc55-488c-a693-83d60ef7470b,2019-02-11T17:37:57.6377424Z,IC
8e0b9859-91a1-4c73-b724-ca983cc787d4,2019-02-11T21:41:37.9Z,LEAD
b22bb20a-d794-4b1c-86d3-a0385cf598aa,2019-02-11T13:52:44.741Z,LEAD
b22bb20a-d794-4b1c-86d3-a0385cf598aa,2019-02-11T17:57:42.5258808Z,LEAD
1075702f-d7bb-412d-bed9-b55e719719f8,2019-02-11T19:00:55.5537204Z,IC
bc659cbe-545b-469b-b799-80e3d5d9f781,2019-02-11T19:06:21.712Z,IC
9c419fdf-6e00-451b-a612-910945a18079,2019-02-11T17:58:04.7Z,IC
d3169688-2ba4-4274-a300-eadd2fb47164,2019-02-11T19:29:47.602Z,IC
73b722b4-cb69-44bb-93aa-7e303aa38635,2019-02-11T15:44:03.126Z,IC
11d4f82f-fd56-4ab4-9566-8c9876c4ba01,2019-02-11T22:47:30.483Z,IC
b15a3e44-acb7-4796-b90c-71b82026bdaf,2019-02-11T21:36:33.198Z,IC
a96bddd2-61b3-46ca-8084-35ebc6e79d6c,2019-02-11T18:51:31.556Z,0
ea6b52a6-7a81-4817-b12e-7423627a5a2d,2019-02-11T20:21:22.844Z,IC
99a46a30-a974-482d-add3-295bf22ea341,2019-02-11T22:17:02.233Z,IC
3781c848-46bf-4bfe-b19c-b2758697d661,2019-02-11T19:08:20.014Z,IC
c2676b36-d38f-4a71-8858-a656259c3639,2019-02-11T23:04:42.182Z,IC
08be74b6-ecc4-47c4-8aeb-9d7993d5112b,2019-02-11T18:07:41.902Z,IC
bc4c4037-df10-41f3-8896-1400f76eb2a5,2019-02-11T21:18:31.634Z,IC
42668126-6b62-42ea-af20-4a9081f71859,2019-02-11T15:19:43.63Z,IC
4c106cac-ee77-4d86-b843-90023104fbeb,2019-02-11T18:13:58.145Z,IC
15778d09-7b41-4d3b-889d-402059bc14ca,2019-02-11T22:48:19.121Z,IC
08011cba-6981-4007-a53f-06076a734fd6,2019-02-11T17:55:46.9200414Z,IC
0d1f5edd-f41f-4d31-8418-868caa108395,2019-02-11T17:02:10.0322505Z,IC
c09c743c-24d6-48fe-b8c7-1645ff2e6967,2019-02-11T15:09:06.5101564Z,IC
2dba4192-815b-472b-9f34-13e55db34679,2019-02-11T19:06:18.7239375Z,IC
c227f83d-8648-4572-b8b1-86f3f1560b56,2019-02-11T20:33:31.388247Z,IC
08546d9d-4694-4e2c-9648-964a5e4f36cd,2019-02-11T23:26:04.607Z,IC
6fd71013-b3f5-4df0-a1d4-2627ff2053c5,2019-02-11T17:36:01.0558824Z,IC
90a9c46b-ffa5-4959-9fc5-83303381bace,2019-02-11T21:28:44.718Z,IC
8b05d769-1472-4a91-83c9-5782cd7614ed,2019-02-11T22:20:13.523Z,IC
930fc6e2-7885-47b1-98f8-bf0efe254082,2019-02-11T15:46:00.054Z,LEAD
5818d6bb-ccac-434c-917c-9b6f530d1eb1,2019-02-11T19:01:21.099Z,IC
f9168b3e-13bc-4ceb-89f1-42828146ce4b,2019-02-11T05:35:09.295Z,IC
73f80ca6-7479-45df-8bde-dd2b4b2c9c66,2019-02-11T21:21:43.486Z,IC
7e069fad-c4e0-475c-a7d7-29318a68227f,2019-02-11T20:59:48.802Z,IC
d2fe084f-560b-471e-94c9-27e86ab30a32,2019-02-11T21:11:05.53Z,IC
800daf5a-68c1-4dc9-bb4c-2292a89d639a,2019-02-11T22:07:08.2871002Z,IC
2456ca26-9b1d-4af9-b5e4-c70d93b17a5d,2019-02-11T22:30:36.477Z,IC
501d9709-f24a-4540-8f68-37383597d364,2019-02-11T21:21:39.048Z,IC
0befe91a-9dad-4e80-b074-23145ee0007a,2019-02-11T19:07:16.149Z,IC
decfeb57-9ca3-4de8-91e6-ce9d3d48d5e0,2019-02-11T13:21:02.2661547Z,IC
466228e7-a8fc-409e-9135-06dc4326594f,2019-02-11T21:45:36.087Z,IC
97b97f2f-775b-40df-9df6-b7feb5a6b011,2019-02-11T23:44:14.0370364Z,IC
663f31a5-b323-4ef1-8518-c9ce61ba9195,2019-02-11T17:18:54.2037789Z,IC
7bbf9f68-2d99-40e0-b5c6-206e90a89a87,2019-02-11T20:10:14.3527936Z,IC
4530ee9b-31e3-4c86-8fbb-463fe5f44baf,2019-02-11T22:06:52.6222417Z,IC
dcb397ad-63dc-4fbb-8b3b-df695bfcf654,2019-02-11T16:23:09.5066835Z,IC
6e454e66-5626-4fa8-b72c-35c797eafade,2019-02-11T20:29:28.309Z,IC
bc881049-ecec-41dc-b3df-80906cc4e9cd,2019-02-11T23:20:17.9204329Z,IC
830ef9d2-c373-4a6e-9c3a-889d7369acb6,2019-02-11T03:28:08.895Z,IC
8ed3e9cd-e320-48ae-b2e8-17ced48a6a32,2019-02-11T18:33:38.622Z,IC
2a7de034-caf0-430a-8d58-0b19e18b8853,2019-02-11T18:04:27.327Z,IC
fb875c2e-6ea2-49a9-b1f1-24e0fb91720c,2019-02-11T19:45:55.899Z,IC
938782fd-c5eb-4c27-9b16-57cd48574f41,2019-02-11T22:53:42.024Z,IC
a3046248-fa28-4470-9cee-a4182c0aee84,2019-02-11T19:54:22.357Z,IC
cd742b13-9e29-4e1e-b472-d4a560726371,2019-02-11T04:37:19.1952307Z,IC
30831cb9-0c9e-4e43-a676-d6ffb09a3aa7,2019-02-11T16:31:05.2391527Z,IC
c907e7f0-ac69-479d-9ed7-ae20e74fd95b,2019-02-11T03:33:52.815Z,IC
25a80428-763d-4102-a2f4-6fd9a067a384,2019-02-11T19:20:33.996Z,0
17391895-b19a-4db3-8449-d0280ca8d91b,2019-02-11T17:25:31.414Z,IC
8859d2f6-48a4-44ca-a360-14783ec0af8a,2019-02-11T15:49:03.8881127Z,IC
c46d4f18-8a49-47e7-8e61-4413bc399ada,2019-02-11T21:37:17.153Z,IC
b9c3896c-1c48-47d2-8a16-a397cad8d17e,2019-02-11T19:36:26.87Z,IC
d677bc23-4a9b-4b12-864b-8b1254d4d1d6,2019-02-11T18:11:13.238Z,IC
e71f5731-a07f-4456-b805-b364d1e836fc,2019-02-11T18:44:34.579044Z,IC
b89ce852-b276-4deb-b50f-6b19a45e1157,2019-02-11T20:25:02.261Z,IC
3510f423-7635-4b38-b6f1-47bf6258f2fc,2019-02-11T17:25:20.337Z,IC
d9b2d2d0-ab88-42bf-a181-372b183d21ec,2019-02-11T20:39:14.594Z,LEAD
ae2899f9-aed8-43a4-8348-7ababaa19390,2019-02-11T19:51:31.424Z,IC
350a1936-fa27-4ba2-97d3-412f377f7b59,2019-02-11T19:47:27.2181679Z,IC
a966261b-f74a-4192-aa10-fc4bbc3daba5,2019-02-11T17:45:12.643Z,IC
8b1a3063-4c2e-4b5d-992c-94c0cf8a9d70,2019-02-11T19:29:04.33Z,IC
a4d5c375-5462-4cb2-afc2-44333e2cff12,2019-02-11T22:52:00.06Z,0
0c9c14d2-14d8-41cc-8201-8a91b52fa661,2019-02-11T17:40:54.812Z,IC
1d145a61-99ae-41df-af53-127bb8d358cf,2019-02-11T19:43:39.784Z,IC
7327ac9b-3503-4f1e-9ae9-8ac6b0e61c37,2019-02-11T07:19:54.677Z,IC
fe518b02-8384-4be1-8d6b-79fe5b95ce9c,2019-02-11T21:52:45.698Z,0
47ed071c-df5f-4415-9488-86b5a2b1522e,2019-02-11T16:36:44.342Z,IC
9022dbae-d1b2-4bda-82bc-7d72fbc5e198,2019-02-11T23:57:01.0455389Z,IC
f4ca8ddc-ab15-408c-807c-24c0d8b2fb02,2019-02-11T22:54:12.218Z,LEAD
b2ead143-b39f-4d8e-a73e-adbecdbb9f26,2019-02-11T06:57:02.603Z,IC
b593e67d-1a6c-4785-85dc-7baa427b4b14,2019-02-11T16:48:16.551Z,IC
17e780d2-c85a-460e-a849-9a7f398b4e4e,2019-02-11T19:00:38.846Z,IC
70cde730-0e5b-4340-be10-fa0a69387830,2019-02-11T21:27:35.675Z,IC
70cde730-0e5b-4340-be10-fa0a69387830,2019-02-11T21:13:54.2692736Z,IC
1d3060d4-3fba-48b8-96d0-f017a0c5a48d,2019-02-11T22:57:15.149Z,IC
360bf2c7-432c-49b0-9968-6d34647d2233,2019-02-11T18:29:57.539Z,IC
6315a70a-3bc1-4d69-80e3-9a43f5eaff1d,2019-02-11T21:51:17.009756Z,IC
fbb8d7b8-6a61-46a0-b2ec-4bf4d9cb5c56,2019-02-12T01:28:56.8920354Z,IC
b7433ce1-8997-4176-b00b-2d09a1da5253,2019-02-12T03:55:42.7454316Z,IC
1d35252d-598e-4706-822c-6827ecc0bbba,2019-02-12T23:42:08.515Z,IC
f7336bac-1382-4fb1-9041-c169c468c314,2019-02-12T22:47:31.806Z,IC
